topic_name,verse_count,classification,rule_applied
QUAIL,3,too_narrow,rule3_too_narrow
QUARANTINE,0,too_narrow,rule3_too_narrow
QUARRIES,1,too_narrow,rule3_too_narrow
QUARTUS,1,name,rule2_hitchcock
QUATERNION,1,too_narrow,rule3_too_narrow
QUEEN,9,too_narrow,rule3_too_narrow
QUICKENING,10,too_narrow,rule3_too_narrow
QUIRINIUS,1,too_narrow,rule3_too_narrow
QUIVER,2,too_narrow,rule3_too_narrow
QUOTATIONS AND ALLUSIONS,560,too_broad,rule3_too_broad
RAAMAH,3,name,rule2_hitchcock
RAAMIAH,2,name,rule2_hitchcock
RAAMSES,0,too_narrow,rule3_too_narrow
RABBAH,8,name,rule2_hitchcock
RABBATH,0,too_narrow,rule3_too_narrow
RABBI,11,name,rule2_hitchcock
RABBITH,1,too_narrow,rule3_too_narrow
RAB-MAG,1,too_narrow,rule3_too_narrow
RABSARIS,2,too_narrow,rule3_too_narrow
RAB-SHAKEH (RABSHAKEH),1,too_narrow,rule3_too_narrow
RACA,1,name,rule2_hitchcock
RACE,8,too_narrow,rule3_too_narrow
RACHAB,0,name,rule2_hitchcock
RACHAL,1,name,rule2_hitchcock
RACHEL,9,name,rule2_hitchcock
RADDAI,1,name,rule2_hitchcock
RAGAU,3,name,rule2_hitchcock
RAGUEL,1,name,rule2_hitchcock
RAHAB,6,name,rule2_hitchcock
RAHAM,1,name,rule2_hitchcock
RAILING,7,too_narrow,rule3_too_narrow
RAIMENT (CLOTHING),0,too_narrow,rule3_too_narrow
RAIN,27,too_narrow,manual_review
RAINBOW,3,too_narrow,rule3_too_narrow
RAISINS,4,too_narrow,rule3_too_narrow
RAISING,0,too_narrow,rule3_too_narrow
RAKEM,1,too_narrow,rule3_too_narrow
RAKKATH,1,name,rule2_hitchcock
RAKKON,1,name,rule2_hitchcock
RAM,8,name,rule2_hitchcock
RAMA,0,too_narrow,rule3_too_narrow
RAMAH,19,name,rule2_hitchcock
RAMATH,1,name,rule2_hitchcock
RAMATHAIM-ZOPHIM,0,name,rule2_hitchcock
RAMATH-LEHI,1,name,rule2_hitchcock
RAMATH-MIZPEH,1,name,rule2_hitchcock
RAMESES,4,too_narrow,rule3_too_narrow
RAMIAH,1,name,rule2_hitchcock
RAMOTH,4,name,rule2_hitchcock
RAMOTH-GILEAD,11,too_narrow,rule3_too_narrow
RANSOM,9,visible,rule1_keyword
RAPE,6,too_narrow,rule3_too_narrow
RAPHA,4,too_narrow,rule3_too_narrow
RAPHU,1,too_narrow,rule3_too_narrow
RASHNESS,16,too_narrow,rule3_too_narrow
RAVEN,6,too_narrow,rule3_too_narrow
RAVISHMENT,0,too_narrow,rule3_too_narrow
RAZOR,4,too_narrow,rule3_too_narrow
READING,1,too_narrow,rule3_too_narrow
"READINGS, SELECT",37,too_narrow,manual_review
REAIA,1,too_narrow,rule3_too_narrow
REAIAH,4,name,rule2_hitchcock
REAPING,4,too_narrow,rule3_too_narrow
REASONING,13,too_narrow,rule3_too_narrow
REBA,2,name,rule2_hitchcock
REBECCA,0,too_narrow,rule3_too_narrow
REBEKAH (REBECCA),9,too_narrow,rule3_too_narrow
REBELLION,2,visible,rule1_keyword
RECHAB,5,name,rule2_hitchcock
RECHABITES,3,too_narrow,rule3_too_narrow
RECHAH,1,too_narrow,rule3_too_narrow
RECIPROCITY,3,too_narrow,rule3_too_narrow
RECONCILIATION,11,visible,rule1_keyword
RECONNOISSANCE,3,too_narrow,rule3_too_narrow
RECORDER,0,too_narrow,rule3_too_narrow
RECREATION (REST),1,too_narrow,rule3_too_narrow
RED,0,too_narrow,rule3_too_narrow
REDEMPTION,18,visible,rule1_keyword
RED HEIFER,0,too_narrow,rule3_too_narrow
RED SEA,18,too_narrow,rule3_too_narrow
REED,12,too_narrow,rule3_too_narrow
REELAIAH,2,name,rule2_hitchcock
REFINING,8,too_narrow,rule3_too_narrow
REFUGE,7,too_narrow,rule3_too_narrow
REFUGEE SLAVES,1,too_narrow,rule3_too_narrow
REGEM,1,name,rule2_hitchcock
REGEM-MELECH,1,too_narrow,rule3_too_narrow
REGENCY,2,too_narrow,rule3_too_narrow
REGENERATION,30,visible,rule1_keyword
REGICIDE,15,too_narrow,rule3_too_narrow
REGISTRATION,1,too_narrow,rule3_too_narrow
REHABIAH,1,name,rule2_hitchcock
REHOB,9,name,rule2_hitchcock
REHOBOAM,12,name,rule2_hitchcock
REHOBOTH,4,name,rule2_hitchcock
REHUM,6,name,rule2_hitchcock
REI,1,name,rule2_hitchcock
REJECTION,0,too_narrow,rule3_too_narrow
REKEM,4,name,rule2_hitchcock
RELEASE,0,too_narrow,rule3_too_narrow
RELIGION,36,visible,manual_review
REMALIAH,3,name,rule2_hitchcock
REMMON,0,name,rule2_hitchcock
REMMON-METHOAR,0,too_narrow,rule3_too_narrow
REMORSE,10,too_narrow,rule3_too_narrow
RENDING,13,too_narrow,rule3_too_narrow
RENTING,3,too_narrow,rule3_too_narrow
REPENTANCE,109,visible,rule1_keyword
REPETITION,0,too_narrow,rule3_too_narrow
REPHAEL,1,name,rule2_hitchcock
REPHAH,1,too_narrow,rule3_too_narrow
REPHAIAH,6,name,rule2_hitchcock
REPHAIM,7,too_narrow,rule3_too_narrow
REPHIDIM,2,name,rule2_hitchcock
REPORTS,1,too_narrow,rule3_too_narrow
REPROBACY,22,too_narrow,manual_review
REPRODUCTION,0,too_narrow,rule3_too_narrow
REPROOF,83,visible,manual_review
REPUTATION,2,too_narrow,rule3_too_narrow
RESHEPH,1,too_narrow,rule3_too_narrow
RESIGNATION,41,visible,manual_review
RESPECT,6,too_narrow,rule3_too_narrow
RESPECT OF PERSONS,10,too_narrow,rule3_too_narrow
RESPONSIBILITY,23,visible,manual_review
RESPONSIVE RELIGIOUS SERVICE,1,too_narrow,rule3_too_narrow
REST,8,visible,rule1_keyword
RESTITUTION,10,too_narrow,rule3_too_narrow
RESTORATION,2,visible,rule1_keyword
RESURRECTION,27,visible,rule1_keyword
RETALIATION,21,too_narrow,manual_review
RETRIBUTION,0,too_narrow,rule3_too_narrow
REU,2,name,rule2_hitchcock
REUBEN,11,name,rule2_hitchcock
REUBENITES,11,too_narrow,rule3_too_narrow
REUEL,6,name,rule2_hitchcock
REUMAH,1,name,rule2_hitchcock
REVELATION,3,visible,rule1_keyword
REVENGE,23,visible,manual_review
REVENUE,1,too_narrow,rule3_too_narrow
REVERENCE,22,visible,rule1_keyword
REVILING,1,too_narrow,rule3_too_narrow
REVIVALS,14,too_narrow,rule3_too_narrow
REVOLT,1,too_narrow,rule3_too_narrow
REWARD,17,visible,rule1_keyword
REZEPH,2,name,rule2_hitchcock
REZIA,1,too_narrow,rule3_too_narrow
REZIN,4,name,rule2_hitchcock
REZON,1,name,rule2_hitchcock
RHEGIUM,1,name,rule2_hitchcock
RHESA,1,name,rule2_hitchcock
RHODA,1,name,rule2_hitchcock
RHODES,1,name,rule2_hitchcock
RIBAI,2,name,rule2_hitchcock
RIBBAND,1,too_narrow,rule3_too_narrow
RIBLAH,4,name,rule2_hitchcock
"RICH, THE",21,too_narrow,manual_review
RICHES,15,too_narrow,rule3_too_narrow
RIDDLE,2,too_narrow,rule3_too_narrow
RIGHTEOUS,147,visible,rule1_keyword
RIGHTEOUSNESS,42,visible,rule1_keyword
RIMMON,12,name,rule2_hitchcock
RIMMON-PAREZ,1,too_narrow,rule3_too_narrow
RING,7,too_narrow,rule3_too_narrow
RINNAH,1,name,rule2_hitchcock
RIPHATH,2,name,rule2_hitchcock
RISING,24,too_narrow,manual_review
RISSAH,1,name,rule2_hitchcock
RITHMAH,1,name,rule2_hitchcock
RIVER,6,too_narrow,rule3_too_narrow
RIZPAH,2,name,rule2_hitchcock
ROADS,7,too_narrow,rule3_too_narrow
ROBBERS,3,too_narrow,rule3_too_narrow
ROBBERY,6,too_narrow,rule3_too_narrow
ROBE,4,too_narrow,rule3_too_narrow
ROCK,13,visible,rule1_keyword
ROE,0,too_narrow,rule3_too_narrow
ROGELIM,1,name,rule2_hitchcock
ROHGAH,1,name,rule2_hitchcock
ROLL,1,too_narrow,rule3_too_narrow
ROMAMTI-EZER,1,name,rule2_hitchcock
ROMAN EMPIRE,9,too_narrow,rule3_too_narrow
ROME,14,name,rule2_hitchcock
ROOF,0,too_narrow,rule3_too_narrow
ROPE,7,too_narrow,rule3_too_narrow
ROSE,1,too_narrow,rule3_too_narrow
ROSH,3,name,rule2_hitchcock
RUBY,3,too_narrow,rule3_too_narrow
RUE,1,too_narrow,rule3_too_narrow
RUFUS,2,name,rule2_hitchcock
RUHAMAH,1,name,rule2_hitchcock
RULERS,143,visible,manual_review
RUMAH,1,name,rule2_hitchcock
RUTH,8,name,rule2_hitchcock
"RYE (SPELT, R. V.)",3,too_narrow,rule3_too_narrow
SABBATH,45,visible,rule1_keyword
SABBATH DAY' S JOURNEY,1,too_narrow,rule3_too_narrow
SABBATIC YEAR,11,too_narrow,rule3_too_narrow
SABEANS,6,name,rule2_hitchcock
SABTA,2,too_narrow,rule3_too_narrow
SABTECHA,2,too_narrow,rule3_too_narrow
SACAR,3,name,rule2_hitchcock
SACKBUT,1,too_narrow,rule3_too_narrow
SACKCLOTH,10,too_narrow,rule3_too_narrow
SACRIFICES,11,visible,rule1_keyword
SACRILEGE,16,too_narrow,rule3_too_narrow
SADDUCEES,8,name,rule2_hitchcock
SADOC,1,name,rule2_hitchcock
SAILORS,0,too_narrow,rule3_too_narrow
SAINTS,0,too_narrow,rule3_too_narrow
SALAH,3,name,rule2_hitchcock
SALAMIS,1,name,rule2_hitchcock
SALATHIEL,0,name,rule2_hitchcock
SALCAH,3,name,rule2_hitchcock
SALEM,0,name,rule2_hitchcock
SALIM,1,name,rule2_hitchcock
SALLAI,3,name,rule2_hitchcock
SALLU,2,too_narrow,rule3_too_narrow
SALMA,5,name,rule2_hitchcock
SALMON,1,name,rule2_hitchcock
SALMONE,1,too_narrow,rule3_too_narrow
SALOME,5,name,rule2_hitchcock
SALT,20,visible,manual_review
SALUTATIONS,26,too_narrow,manual_review
SALVATION,75,visible,rule1_keyword
SAMARIA,24,name,rule2_hitchcock
SAMGAR-NEBO,1,too_narrow,rule3_too_narrow
SAMLAH,2,name,rule2_hitchcock
SAMOS,1,name,rule2_hitchcock
SAMOTHRACIA (SAMOTHRACE),1,too_narrow,rule3_too_narrow
SAMSON,14,name,rule2_hitchcock
SAMUEL,27,name,rule2_hitchcock
SANBALLAT,1,name,rule2_hitchcock
SANCTIFICATION,27,visible,rule1_keyword
SANCTUARY,10,too_narrow,rule3_too_narrow
SANDAL,0,too_narrow,rule3_too_narrow
SANHEDRIN,0,name,rule2_hitchcock
SANITATION,33,too_narrow,manual_review
SANSANNAH,1,name,rule2_hitchcock
SAPH,2,name,rule2_hitchcock
SAPHIR,1,name,rule2_hitchcock
SAPPHIRA,1,name,rule2_hitchcock
SAPPHIRE,6,too_narrow,rule3_too_narrow
SARAH,10,name,rule2_hitchcock
SARAPH,1,too_narrow,rule3_too_narrow
SARCASM,25,too_narrow,manual_review
SARDIS,1,name,rule2_hitchcock
SARDITES,1,name,rule2_hitchcock
SARDIUS,4,too_narrow,rule3_too_narrow
SARDONYX,1,too_narrow,rule3_too_narrow
SAREPTA,0,name,rule2_hitchcock
SARGON,1,name,rule2_hitchcock
SARID,1,name,rule2_hitchcock
SARON,0,name,rule2_hitchcock
SARSECHIM,1,name,rule2_hitchcock
SARUCH,0,name,rule2_hitchcock
SATAN,69,visible,rule1_keyword
SATIRE,4,too_narrow,rule3_too_narrow
SATYR,2,too_narrow,rule3_too_narrow
SAUL,18,name,rule2_hitchcock
SAVIOUR (SAVIOR),0,too_narrow,rule3_too_narrow
SAW,4,too_narrow,rule3_too_narrow
SCAB,3,too_narrow,rule3_too_narrow
SCALES,1,too_narrow,rule3_too_narrow
SCALL,1,too_narrow,rule3_too_narrow
SCAPEBIRD,1,too_narrow,rule3_too_narrow
SCAPEGOAT,1,too_narrow,rule3_too_narrow
SCARLET,0,too_narrow,rule3_too_narrow
SCEPTER (SCEPTRE),9,too_narrow,rule3_too_narrow
SCEVA,1,name,rule2_hitchcock
SCHOOL,15,too_narrow,rule3_too_narrow
SCIENCE,5,too_narrow,rule3_too_narrow
SCOFFING,35,visible,manual_review
SCORPION,7,too_narrow,rule3_too_narrow
SCOURGING,16,too_narrow,rule3_too_narrow
SCRIBE (S),17,too_narrow,rule3_too_narrow
SCRIPTURES,3,visible,rule1_keyword
SEA,8,too_narrow,rule3_too_narrow
SCURVY,1,too_narrow,rule3_too_narrow
SCYTHIANS,1,too_narrow,rule3_too_narrow
SEAL,24,too_narrow,manual_review
SEAMEN,0,too_narrow,rule3_too_narrow
SEASONS,8,too_narrow,rule3_too_narrow
SEBA,4,name,rule2_hitchcock
SEBAT,1,name,rule2_hitchcock
SECOND DEATH,1,too_narrow,rule3_too_narrow
SECRET,17,too_narrow,rule3_too_narrow
SECRETARY (RECORDIST),7,too_narrow,rule3_too_narrow
SECUNDUS,1,name,rule2_hitchcock
SECURITY,16,too_narrow,rule3_too_narrow
SEDITION,2,too_narrow,rule3_too_narrow
SEDUCTION,5,too_narrow,rule3_too_narrow
SEED,9,visible,rule1_keyword
SEEKERS,35,too_narrow,manual_review
SEER,0,too_narrow,rule3_too_narrow
SEGUB,2,name,rule2_hitchcock
SEIR,12,name,rule2_hitchcock
SEIRATH,1,too_narrow,rule3_too_narrow
SEIZIN,0,too_narrow,rule3_too_narrow
SELA,2,name,rule2_hitchcock
SELA-HAMMAHLEKOTH,1,too_narrow,rule3_too_narrow
SELED,1,name,rule2_hitchcock
SELEUCIA,1,name,rule2_hitchcock
SELF-CONDEMNATION,13,too_narrow,rule3_too_narrow
SELF-CONFIDENCE,0,too_narrow,rule3_too_narrow
SELF-CONTROL,3,visible,rule1_keyword
SELF-INCRIMINATION,4,too_narrow,rule3_too_narrow
SELF-DECEPTION,1,too_narrow,rule3_too_narrow
SELF-DEFENSE,5,too_narrow,rule3_too_narrow
SELF-DELUSION,31,too_narrow,manual_review
SELF-DENIAL,44,visible,manual_review
SELF-EXALTATION,15,too_narrow,rule3_too_narrow
SELF-EXAMINATION,10,too_narrow,rule3_too_narrow
SELF-INDULGENCE,3,too_narrow,rule3_too_narrow
SELFISHNESS,19,too_narrow,rule3_too_narrow
SELF-RIGHTEOUSNESS,26,visible,manual_review
SELF-WILL,42,visible,manual_review
SEMACHIAH,1,name,rule2_hitchcock
SEMEI,1,name,rule2_hitchcock
SENAAH,2,name,rule2_hitchcock
SENATE,2,too_narrow,rule3_too_narrow
SENEH,1,name,rule2_hitchcock
SENIR,0,name,rule2_hitchcock
SENNACHERIB,4,name,rule2_hitchcock
SENSUALITY,5,too_narrow,rule3_too_narrow
SENTRY,0,too_narrow,rule3_too_narrow
SENUAH,1,too_narrow,rule3_too_narrow
SEORIM,1,name,rule2_hitchcock
SEPHAR,1,name,rule2_hitchcock
SEPHARAD,1,name,rule2_hitchcock
SEPHARVAIM,2,name,rule2_hitchcock
SEPHARVITES,1,too_narrow,rule3_too_narrow
SEPULCHRE,0,too_narrow,rule3_too_narrow
SERAH,3,name,rule2_hitchcock
SERAIAH,18,name,rule2_hitchcock
SERAPHIM (SERAPHS),1,too_narrow,rule3_too_narrow
SERED,2,name,rule2_hitchcock
SERGEANT,1,too_narrow,rule3_too_narrow
SERGIUS PAULUS,1,too_narrow,rule3_too_narrow
SERMON,3,too_narrow,rule3_too_narrow
SERPENT,30,visible,manual_review
SERUG,3,name,rule2_hitchcock
SERVANT,161,visible,rule1_keyword
SETH,4,name,rule2_hitchcock
SETHUR,1,name,rule2_hitchcock
SEVEN,84,too_narrow,manual_review
SEVENEH,2,too_narrow,rule3_too_narrow
SEVENTY,7,too_narrow,rule3_too_narrow
SHAALABBIN,0,too_narrow,rule3_too_narrow
SHAALBIM,4,name,rule2_hitchcock
SHAAPH,2,too_narrow,rule3_too_narrow
SHAARAIM,3,name,rule2_hitchcock
SHAASHGAZ,1,name,rule2_hitchcock
SHABBETHAI,3,name,rule2_hitchcock
SHACHIA,1,name,rule2_hitchcock
SHADRACH,0,name,rule2_hitchcock
SHAGE,1,name,rule2_hitchcock
SHAHARAIM,1,too_narrow,rule3_too_narrow
SHAHAZIMAH,1,too_narrow,rule3_too_narrow
SHALEM,1,name,rule2_hitchcock
SHALIM,1,name,rule2_hitchcock
SHALISHA,1,name,rule2_hitchcock
SHALLECHETH,1,too_narrow,rule3_too_narrow
SHALLUM,18,name,rule2_hitchcock
SHALLUN,1,too_narrow,rule3_too_narrow
SHALMAI,2,name,rule2_hitchcock
SHALMAN,1,name,rule2_hitchcock
SHALMANESER,1,name,rule2_hitchcock
SHAMA,1,too_narrow,rule3_too_narrow
SHAMARIAH,1,name,rule2_hitchcock
SHAME,6,too_narrow,rule3_too_narrow
SHAMER,3,name,rule2_hitchcock
SHAMGAR,1,name,rule2_hitchcock
SHAMHUTH,1,name,rule2_hitchcock
SHAMIR,3,name,rule2_hitchcock
SHAMMA,1,too_narrow,rule3_too_narrow
SHAMMAH,10,name,rule2_hitchcock
SHAMMAI,3,name,rule2_hitchcock
SHAMMOTH,2,name,rule2_hitchcock
SHAMMUA,4,too_narrow,rule3_too_narrow
SHAMMUAH,3,name,rule2_hitchcock
SHAMSHERAI,1,name,rule2_hitchcock
SHAPHAM,1,name,rule2_hitchcock
SHAPHAN,8,too_narrow,rule3_too_narrow
SHAPHAT,6,name,rule2_hitchcock
SHAPHER,1,too_narrow,rule3_too_narrow
SHARAI,1,name,rule2_hitchcock
SHARAIM,0,too_narrow,rule3_too_narrow
SHARAR,2,name,rule2_hitchcock
SHAREZER,3,name,rule2_hitchcock
SHARON,4,name,rule2_hitchcock
SHARUHEN,1,too_narrow,rule3_too_narrow
SHASHAI,1,name,rule2_hitchcock
SHASHAK,1,name,rule2_hitchcock
SHAUL,7,name,rule2_hitchcock
SHAVEH,2,name,rule2_hitchcock
SHAVEH KIRIATHAIM,1,too_narrow,rule3_too_narrow
SHAVING,3,too_narrow,rule3_too_narrow
SHAVSHA,0,too_narrow,rule3_too_narrow
SHEAL,1,too_narrow,rule3_too_narrow
SHEALTIEL,6,name,rule2_hitchcock
SHEARIAH,1,name,rule2_hitchcock
SHEAR-JASHUB,1,name,rule2_hitchcock
SHEBA,15,name,rule2_hitchcock
SHEBAH,1,too_narrow,rule3_too_narrow
SHEBAM,1,name,rule2_hitchcock
SHEBANIAH,4,name,rule2_hitchcock
SHEBARIM,1,name,rule2_hitchcock
SHEBER,1,name,rule2_hitchcock
SHEBNA (SHEBNAH),3,too_narrow,rule3_too_narrow
SHEBUEL,4,name,rule2_hitchcock
SHECANIAH,2,name,rule2_hitchcock
SHECHANIAH,6,too_narrow,rule3_too_narrow
SHECHEM,22,name,rule2_hitchcock
SHECHEMITES,1,too_narrow,rule3_too_narrow
SHEDEUR,1,name,rule2_hitchcock
SHEEP,30,visible,manual_review
SHEEP GATE,2,too_narrow,rule3_too_narrow
SHEEP MARKET,1,too_narrow,rule3_too_narrow
SHEET,1,too_narrow,rule3_too_narrow
SHEHARIAH,1,name,rule2_hitchcock
SHEKEL,24,too_narrow,manual_review
SHEKINAH,8,too_narrow,rule3_too_narrow
SHELAH,3,name,rule2_hitchcock
SHELANITES,2,too_narrow,rule3_too_narrow
SHELEMIAH,8,name,rule2_hitchcock
SHELEPH,2,name,rule2_hitchcock
SHELESH,1,name,rule2_hitchcock
SHELOMI,1,name,rule2_hitchcock
SHELOMITH,8,too_narrow,rule3_too_narrow
SHELOMOTH,0,too_narrow,rule3_too_narrow
SHELUMIEL,1,name,rule2_hitchcock
SHEM,6,name,rule2_hitchcock
SHEMA,6,name,rule2_hitchcock
SHEMAAH,1,too_narrow,rule3_too_narrow
SHEMAIAH,32,name,rule2_hitchcock
SHEMARIAH,2,name,rule2_hitchcock
SHEMEBER,1,name,rule2_hitchcock
SHEMER,1,name,rule2_hitchcock
SHEMIDA,3,name,rule2_hitchcock
SHEMINITH,0,name,rule2_hitchcock
SHEMIRAMOTH,2,name,rule2_hitchcock
SHEMUEL,2,name,rule2_hitchcock
SHEN,1,name,rule2_hitchcock
SHENAZAR,1,name,rule2_hitchcock
SHENIR,3,name,rule2_hitchcock
SHEOL,0,too_narrow,rule3_too_narrow
SHEPHAM,1,too_narrow,rule3_too_narrow
SHEPHATIAH,10,name,rule2_hitchcock
SHEPHERD,40,visible,rule1_keyword
SHEPHI,0,name,rule2_hitchcock
SHEPHO,2,name,rule2_hitchcock
SHEPHUPHAN,1,name,rule2_hitchcock
SHERAH,1,name,rule2_hitchcock
SHEREBIAH,3,name,rule2_hitchcock
SHERESH,1,too_narrow,rule3_too_narrow
SHEREZER,1,too_narrow,rule3_too_narrow
SHERIFF,1,too_narrow,rule3_too_narrow
SHESHACH,1,name,rule2_hitchcock
SHESHAI,3,name,rule2_hitchcock
SHESHAN,1,name,rule2_hitchcock
SHESHBAZZAR,1,name,rule2_hitchcock
SHETH,1,too_narrow,rule3_too_narrow
SHETHAR,1,name,rule2_hitchcock
SHETHAR-BOZNAI,1,name,rule2_hitchcock
SHEVA,1,name,rule2_hitchcock
SHEWBREAD (SHOWBREAD),21,too_narrow,manual_review
SHIBBOLETH,1,name,rule2_hitchcock
SHIBMAH,1,name,rule2_hitchcock
SHICRON,1,name,rule2_hitchcock
SHIELD,24,too_narrow,manual_review
SHIGGAION,1,name,rule2_hitchcock
SHIHON,1,name,rule2_hitchcock
SHIHOR,0,too_narrow,rule3_too_narrow
SHIHOR-LIBNATH,1,too_narrow,rule3_too_narrow
SHILHI,2,name,rule2_hitchcock
SHILHIM,1,too_narrow,rule3_too_narrow
SHILLEM,3,name,rule2_hitchcock
SHILOAH,1,name,rule2_hitchcock
SHILOH,14,name,rule2_hitchcock
SHILONI,1,too_narrow,rule3_too_narrow
SHILONITE,3,too_narrow,rule3_too_narrow
SHILSHAH,1,name,rule2_hitchcock
SHIMEA,2,too_narrow,rule3_too_narrow
SHIMEAH,2,name,rule2_hitchcock
SHIMEAM,0,too_narrow,rule3_too_narrow
SHIMEATH,2,too_narrow,rule3_too_narrow
SHIMEATHITES,1,too_narrow,rule3_too_narrow
SHIMEI,22,name,rule2_hitchcock
SHIMEON,1,name,rule2_hitchcock
SHIMHI,1,too_narrow,rule3_too_narrow
SHIMI,0,too_narrow,rule3_too_narrow
SHIMMA,0,name,rule2_hitchcock
SHIMON,1,name,rule2_hitchcock
SHIMRATH,1,name,rule2_hitchcock
SHIMRI,4,name,rule2_hitchcock
SHIMRITH,2,name,rule2_hitchcock
SHIMROM,0,too_narrow,rule3_too_narrow
SHIMRON,4,too_narrow,rule3_too_narrow
SHIMRONITES,1,too_narrow,rule3_too_narrow
SHIMRON-MERON,1,too_narrow,rule3_too_narrow
SHIMSHAI,1,name,rule2_hitchcock
SHINAB,1,name,rule2_hitchcock
SHINAR,0,name,rule2_hitchcock
SHIP,41,too_narrow,manual_review
SHIPHI,1,name,rule2_hitchcock
SHIPHRAH,1,name,rule2_hitchcock
SHIPHTAN,1,too_narrow,rule3_too_narrow
SHISHA,0,name,rule2_hitchcock
SHISHAK,3,name,rule2_hitchcock
SHITRAI,1,name,rule2_hitchcock
SHITTIM,10,name,rule2_hitchcock
SHIZA,1,name,rule2_hitchcock
SHOA,1,name,rule2_hitchcock
SHOBAB,3,name,rule2_hitchcock
SHOBACH,2,name,rule2_hitchcock
SHOBAI,2,name,rule2_hitchcock
SHOBAL,4,name,rule2_hitchcock
SHOBEK,1,name,rule2_hitchcock
SHOBI,1,too_narrow,rule3_too_narrow
SHOCHO,0,too_narrow,rule3_too_narrow
SHOCHOH,0,name,rule2_hitchcock
SHOCO,0,too_narrow,rule3_too_narrow
SHOE,13,too_narrow,rule3_too_narrow
SHOHAM,1,name,rule2_hitchcock
SHOMER,0,name,rule2_hitchcock
SHOPHACH,0,name,rule2_hitchcock
SHOPHAN,1,name,rule2_hitchcock
SHOSHANNIM,0,name,rule2_hitchcock
SHOUTING,8,too_narrow,rule3_too_narrow
SHOVEL,4,too_narrow,rule3_too_narrow
SHRINE,1,too_narrow,rule3_too_narrow
SHUA,3,name,rule2_hitchcock
SHUAH,3,name,rule2_hitchcock
SHUAL,2,name,rule2_hitchcock
SHUBAEL,0,name,rule2_hitchcock
SHUHAM,2,name,rule2_hitchcock
SHUNAMMITE,3,too_narrow,rule3_too_narrow
SHUNEM,2,name,rule2_hitchcock
SHUNI,2,name,rule2_hitchcock
SHUPHAM,1,too_narrow,rule3_too_narrow
SHUPPIM,2,too_narrow,rule3_too_narrow
SHUR,3,name,rule2_hitchcock
SHUSHAN (SUSA),3,too_narrow,rule3_too_narrow
SHUSHAN-EDUTH,0,too_narrow,rule3_too_narrow
SHUTHELAH,3,name,rule2_hitchcock
SHUTTLE,1,too_narrow,rule3_too_narrow
SIA,0,name,rule2_hitchcock
SIAHA,2,too_narrow,rule3_too_narrow
SIBBECAI,0,too_narrow,rule3_too_narrow
SIBBECHAI,2,name,rule2_hitchcock
SIBMAH,5,name,rule2_hitchcock
SIBRAIM,1,too_narrow,rule3_too_narrow
SICHEM,0,name,rule2_hitchcock
"SICK, THE",5,too_narrow,rule3_too_narrow
SICKLE,5,too_narrow,rule3_too_narrow
SICKNESS,0,too_narrow,rule3_too_narrow
SIDDIM,1,name,rule2_hitchcock
SIDON,25,name,rule2_hitchcock
SIEGE,20,too_narrow,manual_review
SIEVE,3,too_narrow,rule3_too_narrow
SIGN,10,visible,rule1_keyword
SIGNAL,1,too_narrow,rule3_too_narrow
SIHON,4,name,rule2_hitchcock
SIHOR,4,name,rule2_hitchcock
SILAS,10,name,rule2_hitchcock
SILK,3,too_narrow,rule3_too_narrow
SILLA,1,name,rule2_hitchcock
SILOAH,0,too_narrow,rule3_too_narrow
SILOAM,4,too_narrow,rule3_too_narrow
SILVANUS,0,name,rule2_hitchcock
SILVER,43,too_narrow,manual_review
SILVERSMITH,1,too_narrow,rule3_too_narrow
SIMEON,22,name,rule2_hitchcock
SIMILITUDE,1,too_narrow,rule3_too_narrow
SIMON,15,name,rule2_hitchcock
SIMONY,1,too_narrow,rule3_too_narrow
SIMRI,1,too_narrow,rule3_too_narrow
SIN,238,visible,rule1_keyword
SINA,0,too_narrow,rule3_too_narrow
SINAI,14,name,rule2_hitchcock
SINCERITY,29,visible,manual_review
SINEWS,3,too_narrow,rule3_too_narrow
SINGERS,0,too_narrow,rule3_too_narrow
SINGING,0,too_narrow,rule3_too_narrow
SINIM,1,name,rule2_hitchcock
SINITES,2,too_narrow,rule3_too_narrow
SINLESSNESS,6,too_narrow,rule3_too_narrow
SIN MONEY,1,too_narrow,rule3_too_narrow
SINNER,0,too_narrow,rule3_too_narrow
SION,1,name,rule2_hitchcock
SIPHMOTH,1,too_narrow,rule3_too_narrow
SIPPAI,2,name,rule2_hitchcock
SIRAH,1,too_narrow,rule3_too_narrow
SIRION,2,too_narrow,rule3_too_narrow
SISAMAI,1,name,rule2_hitchcock
SISERA,4,name,rule2_hitchcock
SITNAH,1,name,rule2_hitchcock
SIVAN,1,name,rule2_hitchcock
SKEPTICISM,6,too_narrow,rule3_too_narrow
SKIN,6,too_narrow,rule3_too_narrow
SKIRT,0,too_narrow,rule3_too_narrow
SLANDER,65,visible,manual_review
SLAVERY,0,too_narrow,rule3_too_narrow
SLEEP,11,too_narrow,rule3_too_narrow
SLIME,5,too_narrow,rule3_too_narrow
SLING,6,too_narrow,rule3_too_narrow
SLOTHFULNESS,7,too_narrow,rule3_too_narrow
SLUGGARD,0,too_narrow,rule3_too_narrow
SMITH,8,too_narrow,rule3_too_narrow
SMITING,0,too_narrow,rule3_too_narrow
SMOKE,2,too_narrow,rule3_too_narrow
SMYRNA,1,name,rule2_hitchcock
